time_s,x_mm,y_mm,z_mm,odor_conc
9.69,10.0,10.0,5.0,1.1253517471925912e-07
9.700000000000001,10.0,10.0,5.0,1.1253517471925912e-07
9.71,10.0,10.0,5.0,1.1253517471925912e-07
9.72,10.0,10.0,5.0,1.1253517471925912e-07
9.73,10.0,10.0,5.0,1.1253517471925912e-07
9.74,10.0,10.0,5.0,1.1253517471925912e-07
9.75,10.0,10.0,5.0,1.1253517471925912e-07
9.76,10.0,10.0,5.0,1.1253517471925912e-07
9.77,10.0,10.0,5.0,1.1253517471925912e-07
9.78,10.0,10.0,5.0,1.1253517471925912e-07
9.790000000000001,10.0,10.0,5.0,1.1253517471925912e-07
9.8,10.0,10.0,5.0,1.1253517471925912e-07
9.81,10.0,10.0,5.0,1.1253517471925912e-07
9.82,10.0,10.0,5.0,1.1253517471925912e-07
9.83,10.0,10.0,5.0,1.1253517471925912e-07
9.84,10.0,10.0,5.0,1.1253517471925912e-07
9.85,10.0,10.0,5.0,1.1253517471925912e-07
9.86,10.0,10.0,5.0,1.1253517471925912e-07
9.870000000000001,10.0,10.0,5.0,1.1253517471925912e-07
9.88,10.0,10.0,5.0,1.1253517471925912e-07
9.89,10.0,10.0,5.0,1.1253517471925912e-07
9.9,10.0,10.0,5.0,1.1253517471925912e-07
9.91,10.0,10.0,5.0,1.1253517471925912e-07
9.92,10.0,10.0,5.0,1.1253517471925912e-07
9.93,10.0,10.0,5.0,1.1253517471925912e-07
9.94,10.0,10.0,5.0,1.1253517471925912e-07
9.950000000000001,10.0,10.0,5.0,1.1253517471925912e-07
9.96,10.0,10.0,5.0,1.1253517471925912e-07
9.97,10.0,10.0,5.0,1.1253517471925912e-07
9.98,10.0,10.0,5.0,1.1253517471925912e-07
9.99,10.0,10.0,5.0,1.1253517471925912e-07
10.0,10.0,10.0,5.0,1.1253517471925912e-07
10.01,10.0,10.0,5.0,1.1253517471925912e-07
10.02,10.0,10.0,5.0,1.1253517471925912e-07
10.03,10.0,10.0,5.0,1.1253517471925912e-07
10.040000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.05,10.0,10.0,5.0,1.1253517471925912e-07
10.06,10.0,10.0,5.0,1.1253517471925912e-07
10.07,10.0,10.0,5.0,1.1253517471925912e-07
10.08,10.0,10.0,5.0,1.1253517471925912e-07
10.09,10.0,10.0,5.0,1.1253517471925912e-07
10.1,10.0,10.0,5.0,1.1253517471925912e-07
10.11,10.0,10.0,5.0,1.1253517471925912e-07
10.120000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.13,10.0,10.0,5.0,1.1253517471925912e-07
10.14,10.0,10.0,5.0,1.1253517471925912e-07
10.15,10.0,10.0,5.0,1.1253517471925912e-07
10.16,10.0,10.0,5.0,1.1253517471925912e-07
10.17,10.0,10.0,5.0,1.1253517471925912e-07
10.18,10.0,10.0,5.0,1.1253517471925912e-07
10.19,10.0,10.0,5.0,1.1253517471925912e-07
10.200000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.21,10.0,10.0,5.0,1.1253517471925912e-07
10.22,10.0,10.0,5.0,1.1253517471925912e-07
10.23,10.0,10.0,5.0,1.1253517471925912e-07
10.24,10.0,10.0,5.0,1.1253517471925912e-07
10.25,10.0,10.0,5.0,1.1253517471925912e-07
10.26,10.0,10.0,5.0,1.1253517471925912e-07
10.27,10.0,10.0,5.0,1.1253517471925912e-07
10.28,10.0,10.0,5.0,1.1253517471925912e-07
10.290000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.3,10.0,10.0,5.0,1.1253517471925912e-07
10.31,10.0,10.0,5.0,1.1253517471925912e-07
10.32,10.0,10.0,5.0,1.1253517471925912e-07
10.33,10.0,10.0,5.0,1.1253517471925912e-07
10.34,10.0,10.0,5.0,1.1253517471925912e-07
10.35,10.0,10.0,5.0,1.1253517471925912e-07
10.36,10.0,10.0,5.0,1.1253517471925912e-07
10.370000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.38,10.0,10.0,5.0,1.1253517471925912e-07
10.39,10.0,10.0,5.0,1.1253517471925912e-07
10.4,10.0,10.0,5.0,1.1253517471925912e-07
10.41,10.0,10.0,5.0,1.1253517471925912e-07
10.42,10.0,10.0,5.0,1.1253517471925912e-07
10.43,10.0,10.0,5.0,1.1253517471925912e-07
10.44,10.0,10.0,5.0,1.1253517471925912e-07
10.450000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.46,10.0,10.0,5.0,1.1253517471925912e-07
10.47,10.0,10.0,5.0,1.1253517471925912e-07
10.48,10.0,10.0,5.0,1.1253517471925912e-07
10.49,10.0,10.0,5.0,1.1253517471925912e-07
10.5,10.0,10.0,5.0,1.1253517471925912e-07
10.51,10.0,10.0,5.0,1.1253517471925912e-07
10.52,10.0,10.0,5.0,1.1253517471925912e-07
10.53,10.0,10.0,5.0,1.1253517471925912e-07
10.540000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.55,10.0,10.0,5.0,1.1253517471925912e-07
10.56,10.0,10.0,5.0,1.1253517471925912e-07
10.57,10.0,10.0,5.0,1.1253517471925912e-07
10.58,10.0,10.0,5.0,1.1253517471925912e-07
10.59,10.0,10.0,5.0,1.1253517471925912e-07
10.6,10.0,10.0,5.0,1.1253517471925912e-07
10.61,10.0,10.0,5.0,1.1253517471925912e-07
10.620000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.63,10.0,10.0,5.0,1.1253517471925912e-07
10.64,10.0,10.0,5.0,1.1253517471925912e-07
10.65,10.0,10.0,5.0,1.1253517471925912e-07
10.66,10.0,10.0,5.0,1.1253517471925912e-07
10.67,10.0,10.0,5.0,1.1253517471925912e-07
10.68,10.0,10.0,5.0,1.1253517471925912e-07
10.69,10.0,10.0,5.0,1.1253517471925912e-07
10.700000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.71,10.0,10.0,5.0,1.1253517471925912e-07
10.72,10.0,10.0,5.0,1.1253517471925912e-07
10.73,10.0,10.0,5.0,1.1253517471925912e-07
10.74,10.0,10.0,5.0,1.1253517471925912e-07
10.75,10.0,10.0,5.0,1.1253517471925912e-07
10.76,10.0,10.0,5.0,1.1253517471925912e-07
10.77,10.0,10.0,5.0,1.1253517471925912e-07
10.78,10.0,10.0,5.0,1.1253517471925912e-07
10.790000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.8,10.0,10.0,5.0,1.1253517471925912e-07
10.81,10.0,10.0,5.0,1.1253517471925912e-07
10.82,10.0,10.0,5.0,1.1253517471925912e-07
10.83,10.0,10.0,5.0,1.1253517471925912e-07
10.84,10.0,10.0,5.0,1.1253517471925912e-07
10.85,10.0,10.0,5.0,1.1253517471925912e-07
10.86,10.0,10.0,5.0,1.1253517471925912e-07
10.870000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.88,10.0,10.0,5.0,1.1253517471925912e-07
10.89,10.0,10.0,5.0,1.1253517471925912e-07
10.9,10.0,10.0,5.0,1.1253517471925912e-07
10.91,10.0,10.0,5.0,1.1253517471925912e-07
10.92,10.0,10.0,5.0,1.1253517471925912e-07
10.93,10.0,10.0,5.0,1.1253517471925912e-07
10.94,10.0,10.0,5.0,1.1253517471925912e-07
10.950000000000001,10.0,10.0,5.0,1.1253517471925912e-07
10.96,10.0,10.0,5.0,1.1253517471925912e-07
10.97,10.0,10.0,5.0,1.1253517471925912e-07
10.98,10.0,10.0,5.0,1.1253517471925912e-07
10.99,10.0,10.0,5.0,1.1253517471925912e-07
11.0,10.0,10.0,5.0,1.1253517471925912e-07
11.01,10.0,10.0,5.0,1.1253517471925912e-07
11.02,10.0,10.0,5.0,1.1253517471925912e-07
11.03,10.0,10.0,5.0,1.1253517471925912e-07
11.040000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.05,10.0,10.0,5.0,1.1253517471925912e-07
11.06,10.0,10.0,5.0,1.1253517471925912e-07
11.07,10.0,10.0,5.0,1.1253517471925912e-07
11.08,10.0,10.0,5.0,1.1253517471925912e-07
11.09,10.0,10.0,5.0,1.1253517471925912e-07
11.1,10.0,10.0,5.0,1.1253517471925912e-07
11.11,10.0,10.0,5.0,1.1253517471925912e-07
11.120000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.13,10.0,10.0,5.0,1.1253517471925912e-07
11.14,10.0,10.0,5.0,1.1253517471925912e-07
11.15,10.0,10.0,5.0,1.1253517471925912e-07
11.16,10.0,10.0,5.0,1.1253517471925912e-07
11.17,10.0,10.0,5.0,1.1253517471925912e-07
11.18,10.0,10.0,5.0,1.1253517471925912e-07
11.19,10.0,10.0,5.0,1.1253517471925912e-07
11.200000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.21,10.0,10.0,5.0,1.1253517471925912e-07
11.22,10.0,10.0,5.0,1.1253517471925912e-07
11.23,10.0,10.0,5.0,1.1253517471925912e-07
11.24,10.0,10.0,5.0,1.1253517471925912e-07
11.25,10.0,10.0,5.0,1.1253517471925912e-07
11.26,10.0,10.0,5.0,1.1253517471925912e-07
11.27,10.0,10.0,5.0,1.1253517471925912e-07
11.28,10.0,10.0,5.0,1.1253517471925912e-07
11.290000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.3,10.0,10.0,5.0,1.1253517471925912e-07
11.31,10.0,10.0,5.0,1.1253517471925912e-07
11.32,10.0,10.0,5.0,1.1253517471925912e-07
11.33,10.0,10.0,5.0,1.1253517471925912e-07
11.34,10.0,10.0,5.0,1.1253517471925912e-07
11.35,10.0,10.0,5.0,1.1253517471925912e-07
11.36,10.0,10.0,5.0,1.1253517471925912e-07
11.370000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.38,10.0,10.0,5.0,1.1253517471925912e-07
11.39,10.0,10.0,5.0,1.1253517471925912e-07
11.4,10.0,10.0,5.0,1.1253517471925912e-07
11.41,10.0,10.0,5.0,1.1253517471925912e-07
11.42,10.0,10.0,5.0,1.1253517471925912e-07
11.43,10.0,10.0,5.0,1.1253517471925912e-07
11.44,10.0,10.0,5.0,1.1253517471925912e-07
11.450000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.46,10.0,10.0,5.0,1.1253517471925912e-07
11.47,10.0,10.0,5.0,1.1253517471925912e-07
11.48,10.0,10.0,5.0,1.1253517471925912e-07
11.49,10.0,10.0,5.0,1.1253517471925912e-07
11.5,10.0,10.0,5.0,1.1253517471925912e-07
11.51,10.0,10.0,5.0,1.1253517471925912e-07
11.52,10.0,10.0,5.0,1.1253517471925912e-07
11.53,10.0,10.0,5.0,1.1253517471925912e-07
11.540000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.55,10.0,10.0,5.0,1.1253517471925912e-07
11.56,10.0,10.0,5.0,1.1253517471925912e-07
11.57,10.0,10.0,5.0,1.1253517471925912e-07
11.58,10.0,10.0,5.0,1.1253517471925912e-07
11.59,10.0,10.0,5.0,1.1253517471925912e-07
11.6,10.0,10.0,5.0,1.1253517471925912e-07
11.61,10.0,10.0,5.0,1.1253517471925912e-07
11.620000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.63,10.0,10.0,5.0,1.1253517471925912e-07
11.64,10.0,10.0,5.0,1.1253517471925912e-07
11.65,10.0,10.0,5.0,1.1253517471925912e-07
11.66,10.0,10.0,5.0,1.1253517471925912e-07
11.67,10.0,10.0,5.0,1.1253517471925912e-07
11.68,10.0,10.0,5.0,1.1253517471925912e-07
11.69,10.0,10.0,5.0,1.1253517471925912e-07
11.700000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.71,10.0,10.0,5.0,1.1253517471925912e-07
11.72,10.0,10.0,5.0,1.1253517471925912e-07
11.73,10.0,10.0,5.0,1.1253517471925912e-07
11.74,10.0,10.0,5.0,1.1253517471925912e-07
11.75,10.0,10.0,5.0,1.1253517471925912e-07
11.76,10.0,10.0,5.0,1.1253517471925912e-07
11.77,10.0,10.0,5.0,1.1253517471925912e-07
11.78,10.0,10.0,5.0,1.1253517471925912e-07
11.790000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.8,10.0,10.0,5.0,1.1253517471925912e-07
11.81,10.0,10.0,5.0,1.1253517471925912e-07
11.82,10.0,10.0,5.0,1.1253517471925912e-07
11.83,10.0,10.0,5.0,1.1253517471925912e-07
11.84,10.0,10.0,5.0,1.1253517471925912e-07
11.85,10.0,10.0,5.0,1.1253517471925912e-07
11.86,10.0,10.0,5.0,1.1253517471925912e-07
11.870000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.88,10.0,10.0,5.0,1.1253517471925912e-07
11.89,10.0,10.0,5.0,1.1253517471925912e-07
11.9,10.0,10.0,5.0,1.1253517471925912e-07
11.91,10.0,10.0,5.0,1.1253517471925912e-07
11.92,10.0,10.0,5.0,1.1253517471925912e-07
11.93,10.0,10.0,5.0,1.1253517471925912e-07
11.94,10.0,10.0,5.0,1.1253517471925912e-07
11.950000000000001,10.0,10.0,5.0,1.1253517471925912e-07
11.96,10.0,10.0,5.0,1.1253517471925912e-07
11.97,10.0,10.0,5.0,1.1253517471925912e-07
11.98,10.0,10.0,5.0,1.1253517471925912e-07
11.99,10.0,10.0,5.0,1.1253517471925912e-07
12.0,10.0,10.0,5.0,1.1253517471925912e-07
12.01,10.0,10.0,5.0,1.1253517471925912e-07
12.02,10.0,10.0,5.0,1.1253517471925912e-07
12.030000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.040000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.05,10.0,10.0,5.0,1.1253517471925912e-07
12.06,10.0,10.0,5.0,1.1253517471925912e-07
12.07,10.0,10.0,5.0,1.1253517471925912e-07
12.08,10.0,10.0,5.0,1.1253517471925912e-07
12.09,10.0,10.0,5.0,1.1253517471925912e-07
12.1,10.0,10.0,5.0,1.1253517471925912e-07
12.11,10.0,10.0,5.0,1.1253517471925912e-07
12.120000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.13,10.0,10.0,5.0,1.1253517471925912e-07
12.14,10.0,10.0,5.0,1.1253517471925912e-07
12.15,10.0,10.0,5.0,1.1253517471925912e-07
12.16,10.0,10.0,5.0,1.1253517471925912e-07
12.17,10.0,10.0,5.0,1.1253517471925912e-07
12.18,10.0,10.0,5.0,1.1253517471925912e-07
12.19,10.0,10.0,5.0,1.1253517471925912e-07
12.200000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.21,10.0,10.0,5.0,1.1253517471925912e-07
12.22,10.0,10.0,5.0,1.1253517471925912e-07
12.23,10.0,10.0,5.0,1.1253517471925912e-07
12.24,10.0,10.0,5.0,1.1253517471925912e-07
12.25,10.0,10.0,5.0,1.1253517471925912e-07
12.26,10.0,10.0,5.0,1.1253517471925912e-07
12.27,10.0,10.0,5.0,1.1253517471925912e-07
12.280000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.290000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.3,10.0,10.0,5.0,1.1253517471925912e-07
12.31,10.0,10.0,5.0,1.1253517471925912e-07
12.32,10.0,10.0,5.0,1.1253517471925912e-07
12.33,10.0,10.0,5.0,1.1253517471925912e-07
12.34,10.0,10.0,5.0,1.1253517471925912e-07
12.35,10.0,10.0,5.0,1.1253517471925912e-07
12.36,10.0,10.0,5.0,1.1253517471925912e-07
12.370000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.38,10.0,10.0,5.0,1.1253517471925912e-07
12.39,10.0,10.0,5.0,1.1253517471925912e-07
12.4,10.0,10.0,5.0,1.1253517471925912e-07
12.41,10.0,10.0,5.0,1.1253517471925912e-07
12.42,10.0,10.0,5.0,1.1253517471925912e-07
12.43,10.0,10.0,5.0,1.1253517471925912e-07
12.44,10.0,10.0,5.0,1.1253517471925912e-07
12.450000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.46,10.0,10.0,5.0,1.1253517471925912e-07
12.47,10.0,10.0,5.0,1.1253517471925912e-07
12.48,10.0,10.0,5.0,1.1253517471925912e-07
12.49,10.0,10.0,5.0,1.1253517471925912e-07
12.5,10.0,10.0,5.0,1.1253517471925912e-07
12.51,10.0,10.0,5.0,1.1253517471925912e-07
12.52,10.0,10.0,5.0,1.1253517471925912e-07
12.530000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.540000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.55,10.0,10.0,5.0,1.1253517471925912e-07
12.56,10.0,10.0,5.0,1.1253517471925912e-07
12.57,10.0,10.0,5.0,1.1253517471925912e-07
12.58,10.0,10.0,5.0,1.1253517471925912e-07
12.59,10.0,10.0,5.0,1.1253517471925912e-07
12.6,10.0,10.0,5.0,1.1253517471925912e-07
12.61,10.0,10.0,5.0,1.1253517471925912e-07
12.620000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.63,10.0,10.0,5.0,1.1253517471925912e-07
12.64,10.0,10.0,5.0,1.1253517471925912e-07
12.65,10.0,10.0,5.0,1.1253517471925912e-07
12.66,10.0,10.0,5.0,1.1253517471925912e-07
12.67,10.0,10.0,5.0,1.1253517471925912e-07
12.68,10.0,10.0,5.0,1.1253517471925912e-07
12.69,10.0,10.0,5.0,1.1253517471925912e-07
12.700000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.71,10.0,10.0,5.0,1.1253517471925912e-07
12.72,10.0,10.0,5.0,1.1253517471925912e-07
12.73,10.0,10.0,5.0,1.1253517471925912e-07
12.74,10.0,10.0,5.0,1.1253517471925912e-07
12.75,10.0,10.0,5.0,1.1253517471925912e-07
12.76,10.0,10.0,5.0,1.1253517471925912e-07
12.77,10.0,10.0,5.0,1.1253517471925912e-07
12.780000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.790000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.8,10.0,10.0,5.0,1.1253517471925912e-07
12.81,10.0,10.0,5.0,1.1253517471925912e-07
12.82,10.0,10.0,5.0,1.1253517471925912e-07
12.83,10.0,10.0,5.0,1.1253517471925912e-07
12.84,10.0,10.0,5.0,1.1253517471925912e-07
12.85,10.0,10.0,5.0,1.1253517471925912e-07
12.86,10.0,10.0,5.0,1.1253517471925912e-07
12.870000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.88,10.0,10.0,5.0,1.1253517471925912e-07
12.89,10.0,10.0,5.0,1.1253517471925912e-07
12.9,10.0,10.0,5.0,1.1253517471925912e-07
12.91,10.0,10.0,5.0,1.1253517471925912e-07
12.92,10.0,10.0,5.0,1.1253517471925912e-07
12.93,10.0,10.0,5.0,1.1253517471925912e-07
12.94,10.0,10.0,5.0,1.1253517471925912e-07
12.950000000000001,10.0,10.0,5.0,1.1253517471925912e-07
12.96,10.0,10.0,5.0,1.1253517471925912e-07
12.97,10.0,10.0,5.0,1.1253517471925912e-07
12.98,10.0,10.0,5.0,1.1253517471925912e-07
12.99,10.0,10.0,5.0,1.1253517471925912e-07
13.0,10.0,10.0,5.0,1.1253517471925912e-07
13.01,10.0,10.0,5.0,1.1253517471925912e-07
13.02,10.0,10.0,5.0,1.1253517471925912e-07
13.030000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.040000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.05,10.0,10.0,5.0,1.1253517471925912e-07
13.06,10.0,10.0,5.0,1.1253517471925912e-07
13.07,10.0,10.0,5.0,1.1253517471925912e-07
13.08,10.0,10.0,5.0,1.1253517471925912e-07
13.09,10.0,10.0,5.0,1.1253517471925912e-07
13.1,10.0,10.0,5.0,1.1253517471925912e-07
13.11,10.0,10.0,5.0,1.1253517471925912e-07
13.120000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.13,10.0,10.0,5.0,1.1253517471925912e-07
13.14,10.0,10.0,5.0,1.1253517471925912e-07
13.15,10.0,10.0,5.0,1.1253517471925912e-07
13.16,10.0,10.0,5.0,1.1253517471925912e-07
13.17,10.0,10.0,5.0,1.1253517471925912e-07
13.18,10.0,10.0,5.0,1.1253517471925912e-07
13.19,10.0,10.0,5.0,1.1253517471925912e-07
13.200000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.21,10.0,10.0,5.0,1.1253517471925912e-07
13.22,10.0,10.0,5.0,1.1253517471925912e-07
13.23,10.0,10.0,5.0,1.1253517471925912e-07
13.24,10.0,10.0,5.0,1.1253517471925912e-07
13.25,10.0,10.0,5.0,1.1253517471925912e-07
13.26,10.0,10.0,5.0,1.1253517471925912e-07
13.27,10.0,10.0,5.0,1.1253517471925912e-07
13.280000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.290000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.3,10.0,10.0,5.0,1.1253517471925912e-07
13.31,10.0,10.0,5.0,1.1253517471925912e-07
13.32,10.0,10.0,5.0,1.1253517471925912e-07
13.33,10.0,10.0,5.0,1.1253517471925912e-07
13.34,10.0,10.0,5.0,1.1253517471925912e-07
13.35,10.0,10.0,5.0,1.1253517471925912e-07
13.36,10.0,10.0,5.0,1.1253517471925912e-07
13.370000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.38,10.0,10.0,5.0,1.1253517471925912e-07
13.39,10.0,10.0,5.0,1.1253517471925912e-07
13.4,10.0,10.0,5.0,1.1253517471925912e-07
13.41,10.0,10.0,5.0,1.1253517471925912e-07
13.42,10.0,10.0,5.0,1.1253517471925912e-07
13.43,10.0,10.0,5.0,1.1253517471925912e-07
13.44,10.0,10.0,5.0,1.1253517471925912e-07
13.450000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.46,10.0,10.0,5.0,1.1253517471925912e-07
13.47,10.0,10.0,5.0,1.1253517471925912e-07
13.48,10.0,10.0,5.0,1.1253517471925912e-07
13.49,10.0,10.0,5.0,1.1253517471925912e-07
13.5,10.0,10.0,5.0,1.1253517471925912e-07
13.51,10.0,10.0,5.0,1.1253517471925912e-07
13.52,10.0,10.0,5.0,1.1253517471925912e-07
13.530000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.540000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.55,10.0,10.0,5.0,1.1253517471925912e-07
13.56,10.0,10.0,5.0,1.1253517471925912e-07
13.57,10.0,10.0,5.0,1.1253517471925912e-07
13.58,10.0,10.0,5.0,1.1253517471925912e-07
13.59,10.0,10.0,5.0,1.1253517471925912e-07
13.6,10.0,10.0,5.0,1.1253517471925912e-07
13.61,10.0,10.0,5.0,1.1253517471925912e-07
13.620000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.63,10.0,10.0,5.0,1.1253517471925912e-07
13.64,10.0,10.0,5.0,1.1253517471925912e-07
13.65,10.0,10.0,5.0,1.1253517471925912e-07
13.66,10.0,10.0,5.0,1.1253517471925912e-07
13.67,10.0,10.0,5.0,1.1253517471925912e-07
13.68,10.0,10.0,5.0,1.1253517471925912e-07
13.69,10.0,10.0,5.0,1.1253517471925912e-07
13.700000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.71,10.0,10.0,5.0,1.1253517471925912e-07
13.72,10.0,10.0,5.0,1.1253517471925912e-07
13.73,10.0,10.0,5.0,1.1253517471925912e-07
13.74,10.0,10.0,5.0,1.1253517471925912e-07
13.75,10.0,10.0,5.0,1.1253517471925912e-07
13.76,10.0,10.0,5.0,1.1253517471925912e-07
13.77,10.0,10.0,5.0,1.1253517471925912e-07
13.780000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.790000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.8,10.0,10.0,5.0,1.1253517471925912e-07
13.81,10.0,10.0,5.0,1.1253517471925912e-07
13.82,10.0,10.0,5.0,1.1253517471925912e-07
13.83,10.0,10.0,5.0,1.1253517471925912e-07
13.84,10.0,10.0,5.0,1.1253517471925912e-07
13.85,10.0,10.0,5.0,1.1253517471925912e-07
13.86,10.0,10.0,5.0,1.1253517471925912e-07
13.870000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.88,10.0,10.0,5.0,1.1253517471925912e-07
13.89,10.0,10.0,5.0,1.1253517471925912e-07
13.9,10.0,10.0,5.0,1.1253517471925912e-07
13.91,10.0,10.0,5.0,1.1253517471925912e-07
13.92,10.0,10.0,5.0,1.1253517471925912e-07
13.93,10.0,10.0,5.0,1.1253517471925912e-07
13.94,10.0,10.0,5.0,1.1253517471925912e-07
13.950000000000001,10.0,10.0,5.0,1.1253517471925912e-07
13.96,10.0,10.0,5.0,1.1253517471925912e-07
13.97,10.0,10.0,5.0,1.1253517471925912e-07
13.98,10.0,10.0,5.0,1.1253517471925912e-07
13.99,10.0,10.0,5.0,1.1253517471925912e-07
14.0,10.0,10.0,5.0,1.1253517471925912e-07
14.01,10.0,10.0,5.0,1.1253517471925912e-07
14.02,10.0,10.0,5.0,1.1253517471925912e-07
14.030000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.040000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.05,10.0,10.0,5.0,1.1253517471925912e-07
14.06,10.0,10.0,5.0,1.1253517471925912e-07
14.07,10.0,10.0,5.0,1.1253517471925912e-07
14.08,10.0,10.0,5.0,1.1253517471925912e-07
14.09,10.0,10.0,5.0,1.1253517471925912e-07
14.1,10.0,10.0,5.0,1.1253517471925912e-07
14.11,10.0,10.0,5.0,1.1253517471925912e-07
14.120000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.13,10.0,10.0,5.0,1.1253517471925912e-07
14.14,10.0,10.0,5.0,1.1253517471925912e-07
14.15,10.0,10.0,5.0,1.1253517471925912e-07
14.16,10.0,10.0,5.0,1.1253517471925912e-07
14.17,10.0,10.0,5.0,1.1253517471925912e-07
14.18,10.0,10.0,5.0,1.1253517471925912e-07
14.19,10.0,10.0,5.0,1.1253517471925912e-07
14.200000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.21,10.0,10.0,5.0,1.1253517471925912e-07
14.22,10.0,10.0,5.0,1.1253517471925912e-07
14.23,10.0,10.0,5.0,1.1253517471925912e-07
14.24,10.0,10.0,5.0,1.1253517471925912e-07
14.25,10.0,10.0,5.0,1.1253517471925912e-07
14.26,10.0,10.0,5.0,1.1253517471925912e-07
14.27,10.0,10.0,5.0,1.1253517471925912e-07
14.280000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.290000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.3,10.0,10.0,5.0,1.1253517471925912e-07
14.31,10.0,10.0,5.0,1.1253517471925912e-07
14.32,10.0,10.0,5.0,1.1253517471925912e-07
14.33,10.0,10.0,5.0,1.1253517471925912e-07
14.34,10.0,10.0,5.0,1.1253517471925912e-07
14.35,10.0,10.0,5.0,1.1253517471925912e-07
14.36,10.0,10.0,5.0,1.1253517471925912e-07
14.370000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.38,10.0,10.0,5.0,1.1253517471925912e-07
14.39,10.0,10.0,5.0,1.1253517471925912e-07
14.4,10.0,10.0,5.0,1.1253517471925912e-07
14.41,10.0,10.0,5.0,1.1253517471925912e-07
14.42,10.0,10.0,5.0,1.1253517471925912e-07
14.43,10.0,10.0,5.0,1.1253517471925912e-07
14.44,10.0,10.0,5.0,1.1253517471925912e-07
14.450000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.46,10.0,10.0,5.0,1.1253517471925912e-07
14.47,10.0,10.0,5.0,1.1253517471925912e-07
14.48,10.0,10.0,5.0,1.1253517471925912e-07
14.49,10.0,10.0,5.0,1.1253517471925912e-07
14.5,10.0,10.0,5.0,1.1253517471925912e-07
14.51,10.0,10.0,5.0,1.1253517471925912e-07
14.52,10.0,10.0,5.0,1.1253517471925912e-07
14.530000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.540000000000001,10.0,10.0,5.0,1.1253517471925912e-07
14.55,10.0,10.0,5.0,1.1253517471925912e-07
14.56,10.0,10.0,5.0,1.1253517471925912e-07
14.57,10.0,10.0,5.0,1.1253517471925912e-07
