time,x,y,z,heading_deg,odor_concentration,brain_forward,brain_turn,velocity_mms,angular_velocity_rads,distance_to_source
23.59,35.6770657042173,97.58092173115678,5.0,208.4533264511873,0.20808526828766988,0.20794628316382166,0.06483782001209859,4.1356140261198835,0.20327498954716,49.6899442506004
23.6,35.64072238049881,97.56113153375104,5.0,208.56982130003775,0.2082252273920599,0.20808526828766988,0.06485365564373627,4.138223160083235,0.2033218674053244,49.68148635583154
23.61,35.604396323422,97.54125485079892,5.0,208.68634319102065,0.2083661633407698,0.2082252273920599,0.06486959454195057,4.140851298859031,0.20336906483022602,49.67297371812682
23.62,35.56808757702342,97.52129156165829,5.0,208.80289230754596,0.20850807902139662,0.2083661633407698,0.06488563689233587,4.143498495654668,0.20341658236564913,49.664406247055865
23.63,35.5317961857374,97.50124154477982,5.0,208.91946883333742,0.20865097734549037,0.20850807902139662,0.06490178288192441,4.1461648041319945,0.20346442055975758,49.655783851496686
23.64,35.49552219439884,97.48110467770383,5.0,209.0360729524356,0.20879486124868918,0.20865097734549037,0.06491803269919189,4.148850278409776,0.20351257996511016,49.647106439632964
23.650000000000002,35.45926564824598,97.46088083705708,5.0,209.15270484920012,0.20893973369085594,0.20879486124868918,0.06493438653406353,4.151554973066176,0.20356106113867653,49.63837391895116
23.66,35.42302659292322,97.44056989854954,5.0,209.2693647083122,0.20908559765621582,0.20893973369085594,0.06495084457791747,4.1542789431412706,0.20360986464185268,49.6295861962377
23.67,35.38680507448394,97.42017173697111,5.0,209.38605271477732,0.20923245615349606,0.20908559765621582,0.06496740702359327,4.157022244139576,0.20365899104047727,49.620743177576074
23.68,35.350601139393326,97.39968622618834,5.0,209.5027690539277,0.2093803122160663,0.20923245615349606,0.06498407406539469,4.15978493203261,0.20370844090484744,49.6118447683439
23.69,35.314414834531306,97.37911323914105,5.0,209.61951391142486,0.2095291689020802,0.2093803122160663,0.06500084589909677,4.162567063261482,0.20375821480973516,49.60289087321005
23.7,35.278246207195394,97.35845264783907,5.0,209.73628747326228,0.2096790292946193,0.2095291689020802,0.0650177227219518,4.165368694739495,0.20380831333440386,49.59388139613164
23.71,35.24209530510364,97.33770432335878,5.0,209.85308992576782,0.20982989650183753,0.2096790292946193,0.06503470473269238,4.168189883854784,0.20385873706262425,49.58481624035109
23.72,35.20596217639757,97.31686813583974,5.0,209.9699214556065,0.209981773657107,0.20982989650183753,0.06505179213154152,4.171030688472981,0.20390948658269195,49.57569530839306
23.73,35.16984686964515,97.29594395448122,5.0,210.08678224978297,0.21013466391916552,0.209981773657107,0.06506898512021425,4.173891166939897,0.20396056248744365,49.56651850206147
23.740000000000002,35.133749433843796,97.27493164753872,5.0,210.20367249564413,0.21028857047226623,0.21013466391916552,0.06508628390192597,4.176771378084238,0.20401196537427432,49.5572857224364
23.75,35.097669918423385,97.25383108232053,5.0,210.3205923808818,0.2104434965263271,0.21028857047226623,0.06510368868139713,4.179671381220347,0.20406369584515432,49.547996869870985
23.76,35.061608373249285,97.2326421251841,5.0,210.4375420935354,0.21059944531708294,0.2104434965263271,0.06512119966485974,4.182591236150966,0.20411575450664665,49.53865184398836
23.77,35.025564848625464,97.21136464153255,5.0,210.55452182199443,0.2107564201062389,0.21059944531708294,0.06513881706006261,4.185531003170035,0.20416814196992422,49.529250543678444
23.78,34.98953939529754,97.18999849581107,5.0,210.6715317550013,0.21091442418162482,0.2107564201062389,0.065156541076279,4.188490743065509,0.20422085885078778,49.51979286709482
23.79,34.95353206445593,97.16854355150322,5.0,210.78857208165385,0.21107346085735162,0.21091442418162482,0.06517437192430997,4.191470517122208,0.20427390576968313,49.5102787116515
23.8,34.91754290773898,97.14699967112736,5.0,210.90564299140811,0.21123353347396912,0.21107346085735162,0.06519230981649421,4.1944703871246904,0.20432728335171962,49.500707974019704
23.81,34.88157197723615,97.12536671623292,5.0,211.02274467408097,0.2113946453986249,0.21123353347396912,0.06521035496671052,4.19749041536016,0.2043809922266877,49.49108055012463
23.82,34.845619325491214,97.10364454739668,5.0,211.13987731985281,0.21155680002522492,0.2113946453986249,0.06522850759038573,4.200530664621394,0.20443503302907715,49.48139633514215
23.830000000000002,34.80968500550547,97.08183302421904,5.0,211.25704111927027,0.21172000077459635,0.21155680002522492,0.06524676790450154,4.203591198209705,0.20448940639809549,49.47165522349548
23.84,34.773769070741004,97.05993200532019,5.0,211.37423626324895,0.21188425109465037,0.21172000077459635,0.06526513612759954,4.206672079937928,0.2045441129776864,49.4618571088519
23.85,34.73787157512396,97.03794134833636,5.0,211.49146294307613,0.2120495544605483,0.21188425109465037,0.06528361247978931,4.2097733741334356,0.20459915341654866,49.45200188411932
23.86,34.70199257304786,97.0158609099159,5.0,211.60872135041348,0.21221591437486825,0.2120495544605483,0.06530219718275204,4.2128951456411885,0.2046545283681544,49.44208944144291
23.87,34.66613211937692,96.99369054571545,5.0,211.72601167729988,0.2123833343677733,0.21221591437486825,0.06532089045974998,4.216037459826806,0.20471023849076836,49.4321196722017
23.88,34.630290269449425,96.971430110396,5.0,211.843334116154,0.2125518179971822,0.2123833343677733,0.06533969253563188,4.219200382579672,0.20476628444746722,49.422092467005044
23.89,34.59446707908113,96.94907945761896,5.0,211.96068885977738,0.2127213688489401,0.2125518179971822,0.06535860363683868,4.222383980316069,0.20482266690615847,49.41200771568925
23.900000000000002,34.55866260456864,96.92663844004218,5.0,212.07807610135686,0.21289199053699265,0.2127213688489401,0.06537762399141095,4.225588319982342,0.20487938653959986,49.40186530731397
23.91,34.52287690269289,96.90410690931591,5.0,212.19549603446762,0.21306368670356046,0.21289199053699265,0.06539675382899646,4.228813469058093,0.20493644402541944,49.391665130158685
23.92,34.487110030722626,96.88148471607879,5.0,212.31294885307585,0.21323646101931598,0.21306368670356046,0.06541599338085419,4.232059495559405,0.2049938400461345,49.38140707171917
23.93,34.45136204641788,96.85877170995373,5.0,212.43043475154164,0.21341031718356163,0.21323646101931598,0.06543534287986541,4.235326468042096,0.20505157528917248,49.371091018703794
23.94,34.41563300803352,96.83596773954383,5.0,212.54795392462177,0.21358525892440955,0.21341031718356163,0.06545480256053562,4.23861445560501,0.20510965044689014,49.36071685702999
23.95,34.37992297432282,96.81307265242825,5.0,212.66550656747248,0.2137612899989632,0.21358525892440955,0.06547437265900552,4.241923527893328,0.20516806621659434,49.350284471820565
23.96,34.34423200454105,96.79008629515795,5.0,212.78309287565247,0.21393841419350096,0.2137612899989632,0.06549405341305578,4.245253755101922,0.20522682330056227,49.33979374739992
23.97,34.308560158449104,96.76700851325155,5.0,212.90071304512566,0.21411663532366093,0.21393841419350096,0.06551384506211419,4.2486052079787315,0.20528592240606183,49.329244567290445
