step,x_mm,y_mm,z_mm,odor_conc,forward_cmd,turn_cmd,distance_to_source_mm
0,10.00008158873329,10.00000128065222,5.0,0.0008159878350721483,0.0008159878350721483,0.9991840121649278,56.56848389744786
1,10.000163148519958,10.00000384167891,5.0,0.0008159998565549326,0.0008159998565549326,0.9991840001434451,56.56842441513395
2,10.00024465928614,10.000007682487759,5.0,0.0008160120597338077,0.0008160120597338077,0.9991839879402662,56.56836406259249
3,10.000326100969119,10.00001280217202,5.0,0.0008160244416188628,0.0008160244416188628,0.9991839755583811,56.56830285464833
4,10.000407453522232,10.000019199510696,5.0,0.0008160369991761332,0.0008160369991761332,0.9991839630008239,56.5682408063372
5,10.000488696919797,10.000026872968817,5.0,0.0008160497293283245,0.0008160497293283245,0.9991839502706716,56.568177932901975
6,10.000569811162013,10.000035820697788,5.0,0.0008160626289555656,0.0008160626289555656,0.9991839373710444,56.568114249789026
7,10.000650776279866,10.0000460405358,5.0,0.0008160756948961483,0.0008160756948961483,0.9991839243051038,56.568049772644414
8,10.000731572340033,10.000057530008347,5.0,0.0008160889239472986,0.0008160889239472986,0.9991839110760528,56.56798451731012
9,10.000812179449765,10.000070286328791,5.0,0.0008161023128659458,0.0008161023128659458,0.999183897687134,56.56791849982011
10,10.000892577761773,10.00008430639902,5.0,0.0008161158583695143,0.0008161158583695143,0.9991838841416305,56.56785173639653
11,10.000972747479095,10.00009958681017,5.0,0.0008161295571367026,0.0008161295571367026,0.9991838704428633,56.56778424344561
12,10.001052668859957,10.000116123843442,5.0,0.0008161434058083039,0.0008161434058083039,0.9991838565941917,56.56771603755383
13,10.001132322222626,10.00013391347097,5.0,0.0008161574009879985,0.0008161574009879985,0.999183842599012,56.56764713548372
14,10.001211687950232,10.000152951356784,5.0,0.0008161715392431973,0.0008161715392431973,0.9991838284607568,56.56757755416985
15,10.001290746495597,10.00017323285784,5.0,0.0008161858171058551,0.0008161858171058551,0.9991838141828941,56.5675073107147
16,10.001369478386035,10.000194753025129,5.0,0.0008162002310733177,0.0008162002310733177,0.9991837997689267,56.567436422384446
17,10.001447864228133,10.000217506604857,5.0,0.0008162147776091692,0.0008162147776091692,0.9991837852223908,56.56736490660477
18,10.001525884712525,10.0002414880397,5.0,0.0008162294531440912,0.0008162294531440912,0.9991837705468559,56.567292780956585
19,10.001603520618632,10.000266691470141,5.0,0.0008162442540767287,0.0008162442540767287,0.9991837557459232,56.567220063171746
20,10.001680752819398,10.000293110735868,5.0,0.0008162591767745597,0.0008162591767745597,0.9991837408232255,56.567146771128755
21,10.001757562285988,10.000320739377258,5.0,0.000816274217574775,0.000816274217574775,0.9991837257824252,56.56707292284832
22,10.00183393009247,10.000349570636931,5.0,0.0008162893727851766,0.0008162893727851766,0.9991837106272148,56.56699853648899
23,10.00190983742048,10.00037959746137,5.0,0.0008163046386850698,0.0008163046386850698,0.9991836953613149,56.56692363034272
24,10.001985265563844,10.000410812502626,5.0,0.0008163200115261604,0.0008163200115261604,0.9991836799884738,56.56684822283038
25,10.002060195933197,10.000443208120085,5.0,0.0008163354875334798,0.0008163354875334798,0.9991836645124665,56.56677233249726
26,10.002134610060551,10.000476776382316,5.0,0.0008163510629062933,0.0008163510629062933,0.9991836489370937,56.56669597800853
27,10.002208489603849,10.00051150906898,5.0,0.0008163667338190222,0.0008163667338190222,0.999183633266181,56.56661917814465
28,10.002281816351486,10.000547397672822,5.0,0.0008163824964221865,0.0008163824964221865,0.9991836175035778,56.566541951796786
29,10.002354572226796,10.000584433401722,5.0,0.0008163983468433378,0.0008163983468433378,0.9991836016531567,56.56646431796221
30,10.002426739292513,10.000622607180826,5.0,0.0008164142811879951,0.0008164142811879951,0.999183585718812,56.56638629573958
31,10.00249829975519,10.000661909654747,5.0,0.0008164302955406073,0.0008164302955406073,0.9991835697044594,56.56630790432438
32,10.002569235969593,10.00070233118982,5.0,0.0008164463859654915,0.0008164463859654915,0.9991835536140345,56.566229163004046
33,10.002639530443055,10.00074386187645,5.0,0.0008164625485078162,0.0008164625485078162,0.9991835374514921,56.566150091153375
34,10.002709165839793,10.000786491531501,5.0,0.0008164787791945455,0.0008164787791945455,0.9991835212208054,56.56607070822973
35,10.002778124985188,10.000830209700785,5.0,0.0008164950740354204,0.0008164950740354204,0.9991835049259645,56.56599103376824
36,10.00284639087003,10.000875005661584,5.0,0.0008165114290239333,0.0008165114290239333,0.999183488570976,56.56591108737705
37,10.002913946654719,10.000920868425263,5.0,0.0008165278401383047,0.0008165278401383047,0.9991834721598617,56.56583088873252
38,10.002980775673425,10.000967786739938,5.0,0.0008165443033424637,0.0008165443033424637,0.9991834556966576,56.565750457574296
39,10.003046861438213,10.001015749093213,5.0,0.0008165608145870486,0.0008165608145870486,0.999183439185413,56.56566981370058
40,10.003112187643115,10.001064743714979,5.0,0.0008165773698103862,0.0008165773698103862,0.9991834226301897,56.56558897696323
41,10.00317673816817,10.001114758580279,5.0,0.0008165939649394848,0.0008165939649394848,0.9991834060350605,56.56550796726284
42,10.003240497083407,10.001165781412238,5.0,0.000816610595891048,0.000816610595891048,0.999183389404109,56.56542680454392
43,10.003303448652792,10.001217799685051,5.0,0.0008166272585724591,0.0008166272585724591,0.9991833727414275,56.56534550878993
44,10.003365577338124,10.001270800627037,5.0,0.0008166439488827926,0.0008166439488827926,0.9991833560511172,56.56526410001841
45,10.003426867802887,10.001324771223748,5.0,0.0008166606627138239,0.0008166606627138239,0.9991833393372862,56.56518259827604
46,10.00348730491604,10.001379698221156,5.0,0.0008166773959510316,0.0008166773959510316,0.999183322604049,56.5651010236337
47,10.003546873755784,10.001435568128867,5.0,0.0008166941444746113,0.0008166941444746113,0.9991833058555254,56.565019396181576
48,10.003605559613247,10.001492367223435,5.0,0.0008167109041604872,0.0008167109041604872,0.9991832890958395,56.56493773602412
49,10.00366334799614,10.001550081551693,5.0,0.0008167276708813326,0.0008167276708813326,0.9991832723291186,56.564856063275236
50,10.003720224632353,10.00160869693418,5.0,0.0008167444405075715,0.0008167444405075715,0.9991832555594924,56.564774398053196
51,10.003776175473494,10.001668198968595,5.0,0.0008167612089084136,0.0008167612089084136,0.9991832387910916,56.56469276047579
52,10.003831186698383,10.001728573033315,5.0,0.0008167779719528509,0.0008167779719528509,0.9991832220280471,56.56461117065528
53,10.00388524471648,10.001789804290983,5.0,0.0008167947255106973,0.0008167947255106973,0.9991832052744893,56.56452964869353
54,10.003938336171268,10.001851877692125,5.0,0.0008168114654535862,0.0008168114654535862,0.9991831885345465,56.56444821467696
55,10.003990447943568,10.001914777978845,5.0,0.0008168281876560079,0.0008168281876560079,0.999183171812344,56.56436688867167
56,10.004041567154804,10.001978489688547,5.0,0.0008168448879963118,0.0008168448879963118,0.9991831551120037,56.56428569071847
57,10.00409168117021,10.00204299715773,5.0,0.0008168615623577324,0.0008168615623577324,0.9991831384376423,56.5642046408279
58,10.004140777601972,10.002108284525827,5.0,0.0008168782066294058,0.0008168782066294058,0.9991831217933705,56.56412375897534
59,10.00418884431231,10.002174335739085,5.0,0.0008168948167073838,0.0008168948167073838,0.9991831051832926,56.56404306509605
60,10.004235869416508,10.002241134554506,5.0,0.0008169113884956475,0.0008169113884956475,0.9991830886115044,56.56396257908027
61,10.004281841285874,10.002308664543827,5.0,0.0008169279179071244,0.0008169279179071244,0.9991830720820929,56.563882320768265
62,10.004326748550634,10.00237690909755,5.0,0.0008169444008646965,0.0008169444008646965,0.9991830555991353,56.5638023099455
63,10.004370580102778,10.002445851429016,5.0,0.0008169608333022105,0.0008169608333022105,0.9991830391666978,56.56372256633765
64,10.004413325098822,10.002515474578534,5.0,0.0008169772111654899,0.0008169772111654899,0.9991830227888345,56.56364310960586
65,10.004454972962526,10.002585761417532,5.0,0.0008169935304133282,0.0008169935304133282,0.9991830064695867,56.563563959341714
66,10.004495513387523,10.002656694652773,5.0,0.0008170097870185068,0.0008170097870185068,0.9991829902129815,56.563485135062564
67,10.00453493633991,10.0027282568306,5.0,0.0008170259769687779,0.0008170259769687779,0.9991829740230312,56.56340665620656
68,10.004573232060746,10.00280043034123,5.0,0.0008170420962678756,0.0008170420962678756,0.9991829579037321,56.56332854212792
69,10.004610391068498,10.002873197423071,5.0,0.0008170581409364996,0.0008170581409364996,0.9991829418590635,56.56325081209216
70,10.004646404161413,10.002946540167104,5.0,0.0008170741070132974,0.0008170741070132974,0.9991829258929867,56.56317348527122
71,10.004681262419826,10.003020440521277,5.0,0.0008170899905558685,0.0008170899905558685,0.9991829100094441,56.56309658073885
72,10.004714957208394,10.003094880294956,5.0,0.000817105787641725,0.000817105787641725,0.9991828942123583,56.563020117465776
73,10.004747480178262,10.003169841163391,5.0,0.0008171214943692799,0.0008171214943692799,0.9991828785056307,56.56294411431506
74,10.004778823269158,10.003245304672236,5.0,0.000817137106858813,0.000817137106858813,0.9991828628931412,56.562868590037425
75,10.004808978711415,10.003321252242088,5.0,0.0008171526212534354,0.0008171526212534354,0.9991828473787465,56.56279356326659
76,10.004837939027931,10.003397665173066,5.0,0.0008171680337200561,0.0008171680337200561,0.99918283196628,56.562719052514645
77,10.004865697036044,10.003474524649416,5.0,0.0008171833404503328,0.0008171833404503328,0.9991828166595497,56.56264507616746
78,10.004892245849337,10.003551811744149,5.0,0.0008171985376616272,0.0008171985376616272,0.9991828014623384,56.56257165248021
79,10.004917578879384,10.003629507423707,5.0,0.0008172136215979335,0.0008172136215979335,0.9991827863784021,56.56249879957266
80,10.004941689837402,10.003707592552653,5.0,0.0008172285885308439,0.0008172285885308439,0.9991827714114692,56.56242653542488
81,10.004964572735842,10.003786047898394,5.0,0.0008172434347604457,0.0008172434347604457,0.9991827565652396,56.562354877872636
82,10.004986221889903,10.003864854135927,5.0,0.000817258156616273,0.000817258156616273,0.9991827418433837,56.56228384460302
83,10.005006631918969,10.003943991852598,5.0,0.0008172727504582104,0.0008172727504582104,0.9991827272495418,56.562213453150065
84,10.00502579774797,10.004023441552905,5.0,0.0008172872126774056,0.0008172872126774056,0.9991827127873226,56.56214372089035
85,10.00504371460868,10.004103183663299,5.0,0.0008173015396971746,0.0008173015396971746,0.9991826984603028,56.56207466503872
86,10.005060378040914,10.00418319853703,5.0,0.0008173157279738898,0.0008173157279738898,0.9991826842720261,56.56200630264401
87,10.005075783893675,10.004263466458987,5.0,0.0008173297739978795,0.0008173297739978795,0.9991826702260022,56.56193865058477
88,10.005089928326205,10.004343967650577,5.0,0.0008173436742942913,0.0008173436742942913,0.9991826563257057,56.56187172556512
89,10.005102807808976,10.004424682274609,5.0,0.0008173574254239776,0.0008173574254239776,0.999182642574576,56.56180554411054
90,10.005114419124585,10.004505590440193,5.0,0.000817371023984346,0.000817371023984346,0.9991826289760156,56.561740122563826
91,10.005124759368588,10.004586672207665,5.0,0.0008173844666102182,0.0008173844666102182,0.9991826155333898,56.56167547708095
92,10.005133825950248,10.004667907593511,5.0,0.0008173977499746773,0.0008173977499746773,0.9991826022500253,56.56161162362711
93,10.005141616593207,10.00474927657531,5.0,0.0008174108707898933,0.0008174108707898933,0.9991825891292101,56.56154857797272
94,10.00514812933608,10.00483075909669,5.0,0.000817423825807954,0.000817423825807954,0.999182576174192,56.56148635568948
95,10.005153362532969,10.004912335072282,5.0,0.0008174366118216848,0.0008174366118216848,0.9991825633881783,56.56142497214653
96,10.005157314853905,10.0049939843927,5.0,0.0008174492256654451,0.0008174492256654451,0.9991825507743346,56.56136444250659
97,10.005159985285202,10.00507568692951,5.0,0.0008174616642159319,0.0008174616642159319,0.9991825383357841,56.561304781722185
98,10.005161373129736,10.00515742254022,5.0,0.0008174739243929623,0.0008174739243929623,0.9991825260756071,56.56124600453196
99,10.005161478007153,10.005239171073262,5.0,0.0008174860031602435,0.0008174860031602435,0.9991825139968398,56.56118812545698
100,10.005160299853983,10.00532091237298,5.0,0.0008174978975261451,0.0008174978975261451,0.9991825021024738,56.56113115879708
