step,time_s,x_mm,y_mm,z_mm,odor,forward_cmd,turn_cmd,wing_Hz,left_leg,right_leg
196,1.96,20.369701187695473,20.0,5.0,0.019230388957729494,0.019230388957729494,0.0,2.884558343659424,0.0,-0.0
197,1.97,20.371624713669497,20.0,5.0,0.01923525974023359,0.01923525974023359,0.0,2.8852889610350387,0.0,-0.0
198,1.98,20.373548726936924,20.0,5.0,0.019240132674256432,0.019240132674256432,0.0,2.886019901138465,0.0,-0.0
199,1.99,20.375473227713037,20.0,5.0,0.019245007761112834,0.019245007761112834,0.0,2.8867511641669252,0.0,-0.0
200,2.0,20.377398216213248,20.0,5.0,0.019249885002118612,0.019249885002118612,0.0,2.887482750317792,0.0,-0.0
201,2.0100000000000002,20.379323692653106,20.0,5.0,0.019254764398590554,0.019254764398590554,0.0,2.888214659788583,0.0,-0.0
202,2.02,20.38124965724829,20.0,5.0,0.01925964595184655,0.01925964595184655,0.0,2.8889468927769824,0.0,-0.0
203,2.0300000000000002,20.38317611021461,20.0,5.0,0.019264529663205382,0.019264529663205382,0.0,2.8896794494808073,0.0,-0.0
204,2.04,20.38510305176801,20.0,5.0,0.019269415533986943,0.019269415533986943,0.0,2.8904123300980413,0.0,-0.0
205,2.05,20.387030482124562,20.0,5.0,0.019274303565512057,0.019274303565512057,0.0,2.8911455348268085,0.0,-0.0
206,2.06,20.38895840150047,20.0,5.0,0.019279193759102597,0.019279193759102597,0.0,2.8918790638653897,0.0,-0.0
207,2.07,20.39088681011208,20.0,5.0,0.019284086116081407,0.019284086116081407,0.0,2.8926129174122113,0.0,-0.0
208,2.08,20.392815708175856,20.0,5.0,0.01928898063777239,0.01928898063777239,0.0,2.8933470956658587,0.0,-0.0
209,2.09,20.394745095908405,20.0,5.0,0.01929387732550045,0.01929387732550045,0.0,2.8940815988250677,0.0,-0.0
210,2.1,20.396674973526466,20.0,5.0,0.019298776180591476,0.019298776180591476,0.0,2.8948164270887213,0.0,-0.0
211,2.11,20.398605341246903,20.0,5.0,0.01930367720437239,0.01930367720437239,0.0,2.8955515806558583,0.0,-0.0
212,2.12,20.40053619928672,20.0,5.0,0.019308580398171116,0.019308580398171116,0.0,2.8962870597256676,0.0,-0.0
213,2.13,20.40246754786305,20.0,5.0,0.01931348576331661,0.01931348576331661,0.0,2.8970228644974916,0.0,-0.0
214,2.14,20.404399387193166,20.0,5.0,0.01931839330113884,0.01931839330113884,0.0,2.897758995170826,0.0,-0.0
215,2.15,20.406331717494464,20.0,5.0,0.019323303012968796,0.019323303012968796,0.0,2.8984954519453194,0.0,-0.0
216,2.16,20.40826453898448,20.0,5.0,0.019328214900138464,0.019328214900138464,0.0,2.8992322350207695,0.0,-0.0
217,2.17,20.410197851880877,20.0,5.0,0.019333128963980872,0.019333128963980872,0.0,2.899969344597131,0.0,-0.0
218,2.18,20.41213165640146,20.0,5.0,0.01933804520583006,0.01933804520583006,0.0,2.900706780874509,0.0,-0.0
219,2.19,20.41406595276416,20.0,5.0,0.019342963627021082,0.019342963627021082,0.0,2.901444544053162,0.0,-0.0
