mode,final_distance,min_distance,avg_distance,max_concentration,avg_concentration,avg_forward_action,avg_turn_action,success
binary,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.00012340980408667953,0.0,0.5,0
gradient,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.00012340980408667953,0.00012340980408667953,0.4999382950979566,0
temporal_gradient,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.00012340980408667953,0.0,0.5,0
