threshold,final_distance,min_distance,avg_distance,max_concentration,avg_concentration,avg_forward_action,avg_turn_action,success
0.01,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.0001234098040866795,0.0,0.5,0
0.05,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.0001234098040866795,0.0,0.5,0
0.1,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.0001234098040866795,0.0,0.5,0
0.2,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.0001234098040866795,0.0,0.5,0
0.35,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.0001234098040866795,0.0,0.5,0
0.5,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.0001234098040866795,0.0,0.5,0
0.75,42.42640687119285,42.42640687119285,42.426406871192846,0.00012340980408667956,0.0001234098040866795,0.0,0.5,0
